Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Credit Card No,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
5670,40101,2009-01-31,Low,46,2188.06,0.1,Express Air,33.77,49.99,19.99,John Lee,Manitoba,Prarie,Corporate,346932745266699,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,2009-02-05
5852,41542,2009-09-26,High,47,6181.48,0.03,Delivery Truck,-194.83,124.49,51.94,Marc Crier,Manitoba,Prarie,Corporate,379709763115572,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2009-09-27
6010,42565,2010-09-22,Low,33,283.8,0.04,Regular Air,47.5235,8.69,2.99,Joe Elijah,Manitoba,Prarie,Home Office,372694297823908,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2010-09-29
6041,42823,2010-06-25,Medium,8,49.14,0.05,Express Air,-22.56,4.28,6.18,Steve Chapman,Manitoba,Prarie,Corporate,345928884884947,Office Supplies,Paper,Xerox 1980,Small Box,0.4,2010-06-27
6131,43398,2011-04-24,Not Specified,10,1600.85,0.07,Delivery Truck,-193.97,159.31,60.0,John Lee,Manitoba,Prarie,Corporate,378948764632414,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,2011-04-25
6212,44002,2009-02-07,Medium,46,320.93,0.05,Regular Air,-66.48,6.68,5.66,John Lee,Manitoba,Prarie,Corporate,345767013534241,Office Supplies,Paper,Xerox 1923,Small Box,0.37,2009-02-09
6213,44002,2009-02-07,Medium,14,261.85,0.03,Regular Air,-52.33,17.7,9.47,John Lee,Manitoba,Prarie,Corporate,370620494359380,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,2009-02-07
6236,44196,2009-08-22,Not Specified,10,56.91,0.01,Regular Air,7.5,5.18,2.04,Cynthia Delaney,Manitoba,Prarie,Corporate,343120033714736,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,2009-08-24
6267,44359,2010-11-29,High,19,113.2,0.1,Regular Air,24.83,6.08,0.91,Keith Dawkins,Manitoba,Prarie,Home Office,377385409260833,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,Wrap Bag,0.51,2010-12-01
6334,44871,2011-05-03,Critical,27,94.46,0.02,Regular Air,-75.09,3.28,4.2,Denise Monton,Manitoba,Prarie,Home Office,347695159051142,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,2011-05-05
6475,46055,2012-06-02,Medium,25,1291.2,0.04,Regular Air,-5.59999999999998,50.98,6.5,Marc Crier,Manitoba,Prarie,Consumer,379056038360165,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,2012-06-04
6556,46624,2010-04-26,Not Specified,28,110.2,0.07,Regular Air,42.84,4.13,0.5,Keith Dawkins,Manitoba,Prarie,Home Office,349864156059569,Office Supplies,Labels,Avery 506,Small Box,0.39,2010-04-27
6557,46624,2010-04-26,Not Specified,12,54.86,0.09,Regular Air,-50.6,4.28,6.72,Keith Dawkins,Manitoba,Prarie,Home Office,374497888143514,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2010-04-28
6618,47079,2011-12-16,Critical,34,1069.85,0.07,Delivery Truck,-1179.39,31.76,45.51,Ed Braxton,Manitoba,Prarie,Home Office,348816911168078,Furniture,Tables,Hon iLevel™ Computer Training Table,Jumbo Box,0.65,2011-12-18
6674,47494,2009-07-01,High,42,1967.83,0.04,Regular Air,659.6,45.19,1.99,Marc Crier,Manitoba,Prarie,Consumer,345607267398457,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,2009-07-02
6675,47494,2009-07-01,High,9,52.59,0.03,Regular Air,-28.14,4.98,6.07,Marc Crier,Manitoba,Prarie,Consumer,375173669619118,Office Supplies,Paper,Xerox 1897,Small Box,0.36,2009-07-01
6694,47622,2012-09-12,Not Specified,41,8188.19,0.05,Regular Air,3702.0,204.1,13.99,Lindsay Williams,Manitoba,Prarie,Corporate,371973240241470,Technology,Office Machines,"Soundgear Copyboard Conference Phone, Optional Battery",Medium Box,0.37,2012-09-13
6731,47938,2009-06-24,Low,17,283.65349999999995,0.09,Regular Air,-113.047,20.99,2.5,Lindsay Williams,Manitoba,Prarie,Corporate,370505068996776,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,2009-07-01
6744,48032,2010-08-26,High,42,309.17,0.09,Regular Air,-283.31,7.77,9.23,John Lee,Manitoba,Prarie,Corporate,378745980709996,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2010-08-27
6745,48032,2010-08-26,High,29,412.86,0.07,Regular Air,-104.43,15.14,4.53,John Lee,Manitoba,Prarie,Corporate,372722395626863,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,2010-08-27
6884,49062,2012-04-11,Low,33,103.32,0.0,Regular Air,-25.68,2.98,2.03,Ed Braxton,Manitoba,Prarie,Home Office,379440080018170,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,2012-04-18
6941,49541,2009-01-16,Medium,35,503.75,0.0,Regular Air,16.46,13.43,5.5,Joe Elijah,Manitoba,Prarie,Home Office,347364088084878,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,2009-01-17
6970,49799,2009-08-24,High,4,1614.97,0.05,Delivery Truck,-593.15,376.13,85.63,Keith Dawkins,Manitoba,Prarie,Home Office,373334805182880,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,2009-08-26
6971,49799,2009-08-24,High,12,2119.0415,0.0,Regular Air,-6.567,195.99,8.99,Keith Dawkins,Manitoba,Prarie,Home Office,373086334724018,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,2009-08-25
6973,49828,2011-08-30,Medium,39,272.39,0.03,Express Air,-91.48,6.48,6.6,Ed Braxton,Manitoba,Prarie,Consumer,340343682172450,Office Supplies,Paper,Xerox 21,Small Box,0.37,2011-08-31
7014,50054,2010-09-06,Not Specified,50,5369.46,0.0,Regular Air,1370.26,99.99,19.99,Cynthia Delaney,Manitoba,Prarie,Corporate,346634935649904,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52,2010-09-08
7015,50054,2010-09-06,Not Specified,41,1439.96,0.02,Regular Air,182.46,33.29,8.74,Cynthia Delaney,Manitoba,Prarie,Corporate,374395476580669,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box,0.61,2010-09-08
7058,50370,2012-11-06,Critical,25,122.05,0.0,Express Air,-67.59700000000001,4.24,5.41,Marc Crier,Manitoba,Prarie,Corporate,378287739497391,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,2012-11-07
7150,51009,2011-11-05,Not Specified,10,48.0,0.09,Regular Air,-29.14,4.18,6.92,Scot Wooten,Manitoba,Prarie,Corporate,372881702924328,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,2011-11-07
7698,55200,2010-08-28,Medium,33,505.08,0.01,Regular Air,-56.9135,15.15,10.13,Joe Elijah,Manitoba,Prarie,Home Office,377661860864473,Office Supplies,Binders and Binder Accessories,Plastic Binding Combs,Small Box,0.38,2010-08-30
7699,55200,2010-08-28,Medium,4,649.2384999999999,0.1,Regular Air,-830.72,205.99,2.79,Joe Elijah,Manitoba,Prarie,Home Office,379261645202012,Technology,Telephones and Communication,ELITE Series,Small Box,0.58,2010-08-30
7799,55808,2011-02-14,Not Specified,6,830.28,0.0,Delivery Truck,-382.98,122.99,70.2,Ed Braxton,Manitoba,Prarie,Home Office,373827614690266,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2011-02-16
7800,55808,2011-02-14,Not Specified,45,837.386,0.03,Regular Air,104.328,20.99,4.81,Ed Braxton,Manitoba,Prarie,Home Office,349521657734716,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,2011-02-16
7823,55937,2009-01-26,Medium,10,392.77,0.09,Regular Air,-146.2,39.98,7.12,Stefanie Holloman,Manitoba,Prarie,Small Business,340424190492935,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.67,2009-01-28
7824,55937,2009-01-26,Medium,24,7332.088000000001,0.06,Delivery Truck,53.79,376.13,85.63,Stefanie Holloman,Manitoba,Prarie,Small Business,349247180503796,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,2009-01-28
7854,56161,2012-04-14,High,38,1504.22,0.02,Express Air,118.97,39.99,10.25,Ed Braxton,Manitoba,Prarie,Home Office,375863956698102,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,0.55,2012-04-16
8050,57477,2010-09-26,High,50,745.48,0.02,Regular Air,119.12,14.56,3.5,Ed Braxton,Manitoba,Prarie,Home Office,379350751182215,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,2010-09-28
8051,57477,2010-09-26,High,45,3086.5115,0.08,Regular Air,1560.96,85.99,2.5,Ed Braxton,Manitoba,Prarie,Home Office,345083374763506,Technology,Telephones and Communication,Accessory12,Small Box,0.35,2010-09-27
8255,59044,2011-07-20,Critical,6,20.19,0.02,Regular Air,1.25,3.08,0.99,Phillip Flathmann,Manitoba,Prarie,Small Business,342180914527400,Office Supplies,Labels,Avery 481,Small Box,0.37,2011-07-22
8286,59204,2012-02-29,Medium,25,151.75,0.04,Regular Air,-66.24,5.8,5.59,Corey Catlett,Manitoba,Prarie,Home Office,345746107640924,Office Supplies,Binders and Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,2012-03-01
8393,59969,2012-01-11,High,42,437.73,0.01,Regular Air,205.7,9.9,1.39,Ed Braxton,Manitoba,Prarie,Home Office,343738554063389,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,2012-01-13
8394,59969,2012-01-11,High,16,275.01,0.0,Regular Air,-87.11,15.7,11.25,Ed Braxton,Manitoba,Prarie,Home Office,372189684925804,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,2012-01-12
26,166,2011-09-11,High,10,567.9359999999999,0.02,Express Air,-126.09299999999999,65.99,8.99,Valerie Takahito,Manitoba,Prarie,Consumer,340375647920227,Technology,Telephones and Communication,i270,Small Box,0.55,2011-09-13
31,197,2011-04-06,High,23,310.52,0.01,Regular Air,33.22,12.98,3.14,Penelope Sewall,Manitoba,Prarie,Home Office,343581480091110,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,2011-04-08
41,231,2009-09-28,High,2,689.74,0.06,Regular Air,-490.84,363.25,19.99,Sean Braxton,Manitoba,Prarie,Small Business,371755880060751,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,2009-09-30
81,487,2012-08-17,Critical,19,210.4,0.07,Regular Air,-18.96,10.89,4.5,Valerie Dominguez,Manitoba,Prarie,Corporate,373341311057001,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,2012-08-18
109,710,2010-01-01,Low,42,161.77,0.01,Regular Air,-150.374,3.58,5.47,Susan MacKendrick,Manitoba,Prarie,Corporate,371590620108010,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,2010-01-05
110,710,2010-01-01,Low,11,447.09,0.09,Regular Air,89.03,41.32,8.66,Susan MacKendrick,Manitoba,Prarie,Corporate,343672888077684,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,2010-01-03
111,710,2010-01-01,Low,29,4192.88,0.02,Delivery Truck,731.32,145.45,17.85,Susan MacKendrick,Manitoba,Prarie,Corporate,342969439031819,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,2010-01-05
123,801,2012-02-17,Critical,20,59.85,0.03,Regular Air,-47.41,2.74,3.5,Thais Sissman,Manitoba,Prarie,Corporate,349677027857072,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.58,2012-02-20
136,870,2010-06-19,Not Specified,23,1661.04,0.04,Regular Air,475.54,70.97,3.5,Valerie Dominguez,Manitoba,Prarie,Corporate,370299973949878,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,2010-06-19
189,1253,2010-01-25,Critical,15,494.34,0.05,Regular Air,-30.19,31.98,6.72,Tanja Norvell,Manitoba,Prarie,Consumer,378206216828266,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,2010-01-25
232,1542,2010-09-14,Medium,47,2150.25,0.06,Regular Air,586.93,48.58,3.99,Linda Southworth,Manitoba,Prarie,Consumer,370597666460545,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,2010-09-16
233,1542,2010-09-14,Medium,13,448.0,0.08,Regular Air,27.2,35.51,6.31,Linda Southworth,Manitoba,Prarie,Consumer,376694415375191,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,Small Box,0.58,2010-09-16
356,2497,2012-08-26,Critical,21,3629.1175,0.06,Regular Air,636.03,205.99,5.26,Michael Moore,Manitoba,Prarie,Corporate,379747170633670,Technology,Telephones and Communication,i470,Small Box,0.56,2012-08-28
380,2630,2012-10-23,Low,31,146.51,0.04,Regular Air,37.14,4.73,1.52,Patrick Ryan,Manitoba,Prarie,Corporate,372328779630446,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,2012-10-23
384,2657,2011-10-16,High,30,8316.76,0.05,Delivery Truck,2108.8,279.81,23.19,Troy Blackwell,Manitoba,Prarie,Home Office,341464557563414,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2011-10-18
385,2657,2011-10-16,High,37,2143.2155,0.02,Regular Air,464.355,65.99,8.99,Troy Blackwell,Manitoba,Prarie,Home Office,347627606634857,Technology,Telephones and Communication,i270,Small Box,0.55,2011-10-17
389,2688,2012-01-23,High,31,2080.035,0.1,Regular Air,844.9019999999999,85.99,1.25,Thais Sissman,Manitoba,Prarie,Small Business,375036115687817,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,2012-01-24
390,2688,2012-01-23,High,7,145.42,0.09,Regular Air,-98.46,20.97,6.5,Thais Sissman,Manitoba,Prarie,Small Business,376100741080661,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,2012-01-24
391,2688,2012-01-23,High,11,1559.4355,0.01,Regular Air,61.236000000000004,155.99,3.9,Thais Sissman,Manitoba,Prarie,Small Business,344223356233448,Technology,Telephones and Communication,T39m,Small Box,0.55,2012-01-25
416,2816,2009-09-19,High,35,787.56,0.0,Regular Air,220.04,21.98,2.87,Ross Baird,Manitoba,Prarie,Corporate,342304559515708,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,2009-09-20
419,2818,2009-12-11,Medium,37,565.91,0.05,Regular Air,192.39,15.68,3.73,Ross Baird,Manitoba,Prarie,Corporate,345062917411344,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack,0.46,2009-12-13
420,2818,2009-12-11,Medium,39,593.21,0.0,Regular Air,44.71,14.98,8.99,Ross Baird,Manitoba,Prarie,Corporate,342484857679651,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,2009-12-12
421,2818,2009-12-11,Medium,2,89.23,0.02,Regular Air,-42.72,38.76,13.26,Ross Baird,Manitoba,Prarie,Corporate,377545519896178,Office Supplies,Paper,Xerox 1892,Small Box,0.36,2009-12-12
447,3040,2010-04-11,Medium,13,98.39,0.01,Express Air,-31.54,6.48,6.6,Tracy Zic,Manitoba,Prarie,Consumer,374154578545264,Office Supplies,Paper,Xerox 21,Small Box,0.37,2010-04-12
457,3108,2010-08-04,Critical,36,65.39,0.09,Regular Air,-0.46,1.82,1.0,Jack Garza,Manitoba,Prarie,Corporate,340048078564505,Office Supplies,Pens & Art Supplies,"Crayola Anti Dust Chalk, 12/Pack",Wrap Bag,0.4,2010-08-05
499,3459,2009-07-27,Not Specified,24,2152.4039999999995,0.1,Express Air,218.87099999999998,110.99,8.99,Gary McGarr,Manitoba,Prarie,Home Office,341799916436970,Technology,Telephones and Communication,LX 677,Small Box,0.57,2009-07-29
504,3488,2011-01-07,Medium,39,4669.19,0.06,Delivery Truck,-1864.08,122.99,70.2,Mick Crebagga,Manitoba,Prarie,Home Office,343789215766183,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2011-01-10
505,3488,2011-01-07,Medium,6,133.4,0.02,Regular Air,-0.3100000000000023,21.98,2.87,Mick Crebagga,Manitoba,Prarie,Home Office,344608304460582,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack,0.55,2011-01-08
506,3492,2009-11-23,Low,35,2393.63,0.04,Regular Air,524.875,67.28,19.99,Roy Skaria,Manitoba,Prarie,Corporate,349156875680522,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,0.4,2009-11-28
507,3492,2009-11-23,Low,49,6177.53,0.1,Delivery Truck,-1195.12,130.98,54.74,Roy Skaria,Manitoba,Prarie,Corporate,341868184727673,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,2009-11-23
508,3492,2009-11-23,Low,33,94.6,0.04,Regular Air,-6.34,2.78,1.25,Roy Skaria,Manitoba,Prarie,Corporate,372088558134214,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,0.59,2009-11-23
516,3553,2009-05-17,Medium,7,20.5,0.06,Regular Air,-4.04,2.94,0.96,Roy Skaria,Manitoba,Prarie,Corporate,340958377431760,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,2009-05-18
533,3622,2011-11-26,Low,16,76.6,0.01,Regular Air,-48.507,4.24,5.41,Steven Ward,Manitoba,Prarie,Consumer,374552805348545,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,2011-12-01
563,3810,2012-09-16,Critical,40,221.86,0.09,Regular Air,-1845.66,4.48,49.0,Tanja Norvell,Manitoba,Prarie,Corporate,372933828870735,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,2012-09-18
564,3810,2012-09-16,Critical,25,78.26,0.04,Express Air,35.09,2.61,0.5,Tanja Norvell,Manitoba,Prarie,Corporate,373121671206152,Office Supplies,Labels,Avery 479,Small Box,0.39,2012-09-18
635,4451,2009-09-30,Critical,47,992.95,0.04,Regular Air,-65.21,21.38,8.99,Tanja Norvell,Manitoba,Prarie,Corporate,377845220960929,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,2009-09-30
642,4516,2009-03-28,Medium,42,294.78,0.05,Regular Air,-113.45,6.68,6.93,Ryan Crowe,Manitoba,Prarie,Small Business,378450589058990,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,2009-03-29
646,4578,2012-09-12,Low,45,282.71,0.09,Regular Air,-141.44,6.48,6.74,Roy Skaria,Manitoba,Prarie,Corporate,344497985710113,Office Supplies,Paper,Xerox 215,Small Box,0.37,2012-09-17
647,4578,2012-09-12,Low,48,724.13,0.01,Regular Air,-250.53,14.81,13.32,Roy Skaria,Manitoba,Prarie,Corporate,371101712370177,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43,2012-09-19
648,4578,2012-09-12,Low,15,294.66,0.07,Regular Air,86.33,20.24,6.67,Roy Skaria,Manitoba,Prarie,Corporate,343093452864359,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,2012-09-19
655,4611,2010-01-09,High,32,16172.44,0.03,Delivery Truck,7176.12,500.98,28.14,Steven Ward,Manitoba,Prarie,Consumer,346225388938538,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,2010-01-09
731,5281,2011-11-01,High,36,4733.7,0.0,Delivery Truck,624.36,120.98,30.0,Irene Maddox,Manitoba,Prarie,Consumer,373694666326532,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.64,2011-11-02
732,5281,2011-11-01,High,14,2718.07,0.1,Regular Air,1107.53,209.84,21.21,Irene Maddox,Manitoba,Prarie,Consumer,349710914746379,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.59,2011-11-02
787,5635,2012-08-15,Medium,17,198.78,0.02,Regular Air,-28.3475,11.5,7.19,Nick Radford,Manitoba,Prarie,Corporate,378287770827407,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,2012-08-17
788,5635,2012-08-15,Medium,50,281.58,0.09,Regular Air,-161.56,5.77,5.92,Nick Radford,Manitoba,Prarie,Corporate,376509373836374,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box,0.55,2012-08-17
791,5696,2011-05-03,Critical,4,2206.17,0.02,Regular Air,251.43,525.98,19.99,Theresa Swint,Manitoba,Prarie,Consumer,344532638965555,Office Supplies,Binders and Binder Accessories,GBC DocuBind 300 Electric Binding Machine,Small Box,0.37,2011-05-05
792,5696,2011-05-03,Critical,40,621.12,0.1,Regular Air,190.5275,16.51,2.99,Theresa Swint,Manitoba,Prarie,Consumer,372988325096341,Office Supplies,Binders and Binder Accessories,JM Magazine Binder,Small Box,0.37,2011-05-05
793,5696,2011-05-03,Critical,31,175.92,0.09,Regular Air,-93.41,5.98,3.85,Theresa Swint,Manitoba,Prarie,Consumer,342701964818066,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,2011-05-05
820,5921,2009-04-06,Low,27,384.74,0.01,Express Air,2.69,13.43,5.5,Maurice Satty,Manitoba,Prarie,Corporate,341137546197839,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,2009-04-13
868,6241,2009-12-29,Low,24,133.94,0.08,Express Air,45.0,5.84,1.0,Henry Goldwyn,Manitoba,Prarie,Small Business,342841604393201,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2010-01-03
869,6241,2009-12-29,Low,29,5433.0895,0.0,Regular Air,1365.282,205.99,8.99,Henry Goldwyn,Manitoba,Prarie,Small Business,376140967406844,Technology,Telephones and Communication,StarTAC 8000,Small Box,0.6,2010-01-02
892,6406,2009-08-14,Critical,43,92.63,0.05,Regular Air,-70.8,2.08,2.56,Mick Crebagga,Manitoba,Prarie,Home Office,375157862408593,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,2009-08-16
920,6625,2010-08-15,High,23,21062.91,0.01,Delivery Truck,5713.53,880.98,44.55,Roy Skaria,Manitoba,Prarie,Corporate,375508483166376,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,2010-08-17
947,6854,2009-01-06,Medium,1,22.13,0.07,Express Air,-2.392,7.68,6.16,Victor Price,Manitoba,Prarie,Consumer,346573002403730,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,2009-01-08
948,6854,2009-01-06,Medium,19,129.84,0.05,Express Air,2.39,6.64,4.95,Victor Price,Manitoba,Prarie,Consumer,342913718740096,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37,2009-01-08
1006,7335,2010-05-29,Low,43,3681.7495,0.01,Regular Air,1196.442,95.99,4.9,Maureen Grace,Manitoba,Prarie,Corporate,349804886679419,Technology,Telephones and Communication,T60,Small Box,0.56,2010-06-03
1019,7457,2010-09-30,Not Specified,36,2300.45,0.02,Regular Air,624.64,60.98,19.99,Eric Hoffmann,Manitoba,Prarie,Small Business,379285335367900,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38,2010-10-03
1020,7457,2010-09-30,Not Specified,46,548.11,0.04,Regular Air,124.24,11.55,2.36,Eric Hoffmann,Manitoba,Prarie,Small Business,341950122966868,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2010-10-02
1044,7653,2012-02-27,Medium,32,1425.06,0.1,Regular Air,597.31,48.04,5.09,Jill Stevenson,Manitoba,Prarie,Consumer,343391540734703,Office Supplies,Paper,Xerox 1910,Small Box,0.37,2012-03-01
1055,7783,2012-01-12,Medium,3,31.35,0.03,Regular Air,-14.6165,8.85,5.6,Evan Bailliet,Manitoba,Prarie,Corporate,377259146627531,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,2012-01-13
1072,7905,2009-06-03,Low,46,11057.6,0.08,Delivery Truck,183.9,259.71,66.67,Meg Tillman,Manitoba,Prarie,Small Business,378375489779702,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,2009-06-07
1098,8064,2011-05-12,High,44,10445.95,0.07,Delivery Truck,1069.61,243.98,62.94,Gary McGarr,Manitoba,Prarie,Home Office,343631204307589,Furniture,Chairs & Chairmats,Hon Deluxe Fabric Upholstered Stacking Chairs,Jumbo Drum,0.57,2011-05-13
1105,8130,2012-05-13,Critical,15,66.33,0.03,Regular Air,-47.2305,4.13,5.04,Russell D'Ascenzo,Manitoba,Prarie,Consumer,374227557344162,Office Supplies,Binders and Binder Accessories,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Small Box,0.38,2012-05-15
1138,8294,2012-06-20,Medium,28,197.57399999999998,0.05,Regular Air,-90.838,7.99,5.03,Gary Hwang,Manitoba,Prarie,Home Office,347696923550864,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2012-06-21
1148,8384,2010-05-05,High,37,4935.72,0.07,Delivery Truck,-698.09,140.98,36.09,Meg Tillman,Manitoba,Prarie,Small Business,348925075092428,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,2010-05-06
1175,8580,2011-03-22,High,12,151.49,0.0,Regular Air,-3.95,11.58,6.97,Joseph Airdo,Manitoba,Prarie,Consumer,345287565171110,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,2011-03-22
1176,8580,2011-03-22,High,37,308.22,0.0,Regular Air,-215.57,7.77,9.23,Joseph Airdo,Manitoba,Prarie,Consumer,372169895943077,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2011-03-23
